"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000003756",2957.87449781706,-0.183767842696337,0.0805067784642566,-2.28263813559409,0.0224516926505039,0.115147607582757
"ENSG00000003987",30.2673614014711,0.754687159849324,0.350816093212785,2.15123300911847,0.0314578128448764,0.146009370375622
"ENSG00000003989",39.5398447202775,0.586932349134412,0.730281578310953,0.803706907809328,0.421566263730121,0.714323233854631
"ENSG00000004059",1684.3217819095,0.379689771039628,0.114194253668483,3.32494638602311,0.000884355393141884,0.00941039458798835
"ENSG00000004139",312.643392000576,-0.0807770695340664,0.204992488866108,-0.394048923357511,0.693544919624262,0.889780575002112
"ENSG00000004142",1468.18173216884,0.152287930258554,0.127375714151533,1.19558058043454,0.231860273431825,0.523015168472592
"ENSG00000004399",3661.96471974267,-0.0519472643852797,0.217224517166632,-0.239140890093135,0.810996335736578,0.941262894070846
"ENSG00000004455",1236.90625297069,-0.0918567972106083,0.164577790992798,-0.558136044094965,0.57675148936287,0.82156709051925
"ENSG00000004468",5.59935950029571,0.241581280751288,0.814160769392065,0.296724295536466,0.76667700680628,NA
"ENSG00000004478",612.469678830193,-0.00303832191426179,0.166569999965463,-0.0182405109857223,0.985446984911891,0.995355988415735
"ENSG00000004487",1255.80031118487,-0.334105525803988,0.0960383685464342,-3.4788754834215,0.000503522488051608,0.00602833840438071
"ENSG00000004534",1306.14906893784,-0.303531255147869,0.15895951685822,-1.90948778121034,0.0561991964869227,0.217793457214545
"ENSG00000004660",79.865424377978,-0.645176178926629,0.378102799642854,-1.70635123446863,0.0879427042574437,0.291633951385808
"ENSG00000004700",1510.20849871797,0.409553280859457,0.119162326764715,3.43693591740714,0.000588334782713961,0.00677211546922463
"ENSG00000004766",495.212595858396,-0.114356684939018,0.129941106528932,-0.880065500393104,0.378823827182806,0.677801189336337
"ENSG00000004776",12520.3502740741,-0.154542224152927,0.245604661254524,-0.629231641466172,0.529197416703261,0.787974866399356
"ENSG00000004777",104.39554381318,-0.471433085352386,0.409422542903182,-1.1514585445381,0.249543640579396,0.544511128677975
"ENSG00000004779",366.340319770589,0.109903471791764,0.136529808340077,0.804977851561982,0.420832460944903,0.713813439526354
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035603,0.00495960938100023,0.0378786102245328
"ENSG00000004809",1.40994350389939,0.0528321817693412,1.54297791913365,0.0342404004063814,0.972685450550115,NA
"ENSG00000004838",16.3434516100777,-0.923936691699487,0.411508242281085,-2.2452446798584,0.0247524292441669,0.123402931987316
"ENSG00000004846",22.073292550198,-1.58995194445528,0.649411531149971,-2.44829644715395,0.0143533506433387,0.0843950499178557
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612669,0.274609505270677,0.203829497475315,0.838486741058673,0.953154821987061
"ENSG00000004866",523.884326788918,-0.614081619055331,0.212089244659357,-2.89539255062945,0.0037868464810712,0.030782745146257
"ENSG00000004897",1680.01793286077,-0.16186482343784,0.100728098672756,-1.60694806683192,0.108065760930103,0.333625081484415
"ENSG00000004939",8.67357060287904,-0.609551433429271,0.567082211229114,-1.07489076779204,0.282423635833378,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362112576123,0.141786728980399,-1.17332640207195,0.240664938545507,0.533196504298766
"ENSG00000004975",1003.16479833127,-0.346747940303976,0.16259979891899,-2.13252379528915,0.0329638104610503,0.150963685948778
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783183,0.0941992558623078,2.34914034890723,0.0188168126296727,0.102326975682726
"ENSG00000005020",752.819690039845,0.0733029402924753,0.150904592180779,0.485756856256971,0.627139566832678,0.852988660950239
"ENSG00000005022",1300.3667432696,-0.0771831248020292,0.116845445287305,-0.660557410793785,0.50889618925642,0.776204976277576
"ENSG00000005059",215.744400092371,0.223333752600798,0.257311169187071,0.86795203374335,0.385420591813136,0.684393816744043
"ENSG00000005073",0.424982332670398,-1.07930236636265,2.58025387820347,-0.418293089482391,0.675732841560329,NA
"ENSG00000005075",614.656589191918,0.0987773493243718,0.160706698122233,0.614643636379375,0.5387900900919,0.795453866955845
"ENSG00000005100",502.327471136299,0.314431865484895,0.130849122697425,2.4030108800346,0.016260703628876,0.0927224334301702
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931825433823445,0.62389402230672,1.493563651048,0.135289705996275,0.380706539820436
"ENSG00000005156",284.201575596381,-0.385473065910853,0.204307350860277,-1.88673126193327,0.0591964806368044,0.225599068758028
"ENSG00000005175",347.42491006876,-0.199143010245033,0.288689162982763,-0.689818101197389,0.490308584010643,0.762986007709823
"ENSG00000005187",26.7924966379797,-0.327506483008682,0.412451020524586,-0.794049394258098,0.42716667653403,0.718188201166506
"ENSG00000005189",79.0300154216569,-0.439826193614018,0.271072683961722,-1.62253970848692,0.104687838021382,0.326813571144088
"ENSG00000005194",458.750922474384,0.128001736266061,0.161088911317976,0.794603025241109,0.426844458014309,0.717819384266886
"ENSG00000005206",687.428245938322,0.101318274776532,0.139402935093536,0.726801589281818,0.467347509365292,0.747502863209644
"ENSG00000005238",705.733199499233,-0.205823489524854,0.115328505482819,-1.78467143628698,0.0743146266801388,0.261378314229146
"ENSG00000005243",993.989596404182,-0.106568977506578,0.185248561010837,-0.575275602277658,0.565104919211714,0.815101050347501
"ENSG00000005249",301.336933757971,0.660280961014523,0.225566737068249,2.92720890321139,0.00342019064585129,0.0283984579667861
"ENSG00000005302",469.935385547665,0.190286827870617,0.15905003279584,1.19639603039173,0.23154204969779,0.522725930280637
"ENSG00000005339",2604.13968768159,-0.104401332172607,0.135777656823574,-0.768913933374645,0.441944405344088,0.729978007603058
"ENSG00000005379",158.961412885247,0.120941682055537,0.284870280471084,0.424550015731856,0.671164737312594,0.877828408216417
"ENSG00000005381",7.12408517617175,1.17019134148192,1.30316102491992,0.89796373518294,0.369204883576061,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156959065151094,0.139209882250771,1.12749944625591,0.259531374499133,0.556980670433599
"ENSG00000005448",234.244457375311,0.280155169186966,0.158303055515415,1.76973949286586,0.0767705476702882,0.267100837230994
"ENSG00000005469",422.232491862876,-0.273993709010047,0.243915852510201,-1.12331243004629,0.261304826513219,0.559599826345135
"ENSG00000005471",33.2839581855106,-1.22916811609891,0.509500416059769,-2.41249678578225,0.0158436771392842,0.0909944976391581
"ENSG00000005483",1867.57277020935,0.0138035781207261,0.131030399674286,0.105346378817731,0.916100962713225,0.977204471072812
"ENSG00000005486",856.445860419445,-0.151783526798134,0.189515705010892,-0.800902103545513,0.423188322237239,0.715624609472925
"ENSG00000005513",4.19025057528613,-0.664739149857536,1.01931793248661,-0.652141131507337,0.51431013205217,NA
"ENSG00000005700",579.449582755315,-0.0875213502560904,0.13288028758043,-0.658648109886994,0.510121761433766,0.777127043951602
"ENSG00000005801",220.819344240061,-0.245459370014957,0.221066529575729,-1.11034162650512,0.266851841959097,0.566032373455256
"ENSG00000005810",2862.99024994653,-0.062716284581562,0.120435293399586,-0.520746724745203,0.602543220209329,0.83900238856606
"ENSG00000005812",1499.03049853399,0.408597279763836,0.171642594415873,2.38051214009178,0.0172885913594444,0.0969483723720867
"ENSG00000005844",3.21951546901152,-0.938815055266104,1.14112424414163,-0.82271063829013,0.41067256419812,NA
"ENSG00000005882",1066.40685200078,-0.127921181717232,0.145631561059025,-0.878389140286597,0.379732575701694,0.678398065191517
"ENSG00000005884",1294.27596518976,0.333534620078871,0.276376751676681,1.20681141975739,0.227504777131672,0.516885666015477
"ENSG00000005889",800.115454708102,0.0162935634136009,0.227734262436952,0.0715463858588768,0.942962908543014,0.985126994075044
"ENSG00000005893",5133.58060707205,0.0430752555250928,0.0826645473306798,0.521084998539707,0.602307560798802,0.838954107265507
"ENSG00000005961",10.2882547896421,-0.619822633493258,0.637196518930297,-0.972733866364797,0.33068558888423,0.63685570239721
"ENSG00000005981",6.43695995371267,-0.629663993690813,0.791503566241268,-0.795528940799337,0.42630588303933,NA
"ENSG00000006007",2603.73463702376,0.180766912818258,0.146939239347728,1.23021538440442,0.218616460356706,0.505067943662812
"ENSG00000006015",386.908775735769,-0.0531752737518227,0.320215053323791,-0.166061130480501,0.868108842764253,0.96259505635758
"ENSG00000006016",160.452316906975,0.192130469942405,0.492939506102631,0.389764803923837,0.696710471904176,0.890964643173011
"ENSG00000006025",160.463406583492,-0.652554601970701,0.315114137862958,-2.07085155365036,0.0383726707343908,0.16690238319137
"ENSG00000006042",3151.10977435982,0.00904096047030222,0.0981847999690461,0.0920810601350972,0.926633636335968,0.979848296697805
"ENSG00000006047",0.673880264953231,-0.288288992773613,2.11000864920172,-0.136629294331415,0.891323820108542,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450786,0.273247251714636,-2.13794553754882,0.0325211637502786,0.149433563409578
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430548,3.11297552345074,-0.326238152743236,0.744244177342447,NA
"ENSG00000006118",458.98540697157,-0.549888036433401,0.221087251532293,-2.48719920584423,0.0128753281276251,0.0782491350292461
"ENSG00000006125",6730.77886718365,0.0802578614252525,0.108527831422223,0.739514098581891,0.45959488189716,0.741708295861883
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690123228157,0.102590118814409,1.08870254288535,0.276285080080856,0.576796707393629
"ENSG00000006210",15.8841012169951,0.950279868961369,0.613169636817158,1.54978298321176,0.121193612701039,0.3574444526499
"ENSG00000006282",1394.30895675099,-0.106981530767099,0.168558648654649,-0.634684316829617,0.525634324229532,0.786189060178206
"ENSG00000006283",61.3642320498775,-1.17347549844757,0.461209913944684,-2.54434144403131,0.0109484004702466,0.0691754380984085
"ENSG00000006327",587.259201120954,-0.146104464368211,0.321307056544515,-0.454719127365224,0.649311318367947,0.865653161679802
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252622,0.735202753906961,-0.297283919423785,0.766249757437829,NA
"ENSG00000006451",1108.16420749476,-0.569179433484941,0.210671518782521,-2.70173888133646,0.00689779102981955,0.048302574583593
"ENSG00000006453",212.928764376348,-0.273778930114731,0.157637938515851,-1.73675786864722,0.0824299185443582,0.279409381457991
"ENSG00000006459",410.885814318294,0.00560167733293313,0.312423497968654,0.0179297567863962,0.985694890343954,0.995355988415735
"ENSG00000006468",210.179164493274,0.0486120622106851,0.406144751488698,0.119691469685379,0.904727557984121,0.973229552217452
"ENSG00000006530",277.887455661785,0.0331563103437839,0.20143221045154,0.164602822306617,0.869256609641592,0.962892622002658
"ENSG00000006534",1145.46216651212,0.427916521981315,0.262825503338145,1.62813926558249,0.103495359332477,0.324386841285256
"ENSG00000006555",4.76708315841851,-0.61058000230309,0.811523360994689,-0.752387462456656,0.451818084080071,NA
"ENSG00000006576",1076.37418478476,-0.416587761528714,0.195871238275216,-2.12684498856015,0.0334329648961605,0.151963461390261
"ENSG00000006606",4.01454411368169,-0.43395788093408,0.899385404112919,-0.482504918302628,0.629447305387138,NA
"ENSG00000006607",957.991889094816,0.595861925335491,0.155053660032049,3.84294008417686,0.000121569155348004,0.00186730715795691
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236932,0.251338881257046,-0.432560285512465,0.665334246715408,0.874771001519651
"ENSG00000006634",92.842938687114,-0.448347904396794,0.297818726995057,-1.50543892561946,0.132211267773084,0.375554705010087
"ENSG00000006638",64.0929103692678,-0.485251401133158,0.293993814908776,-1.65054969365164,0.0988305582840407,0.315141721618749
"ENSG00000006652",1086.50811752792,-0.0509940198887053,0.218671138830403,-0.233199589856507,0.815606424318303,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485808154122171,1.54326977279937,-0.314791465941145,0.752919991766216,NA
"ENSG00000006695",181.541477163383,0.196125214278238,0.202800613536529,0.967083929669231,0.333502078448283,0.639110335075192
"ENSG00000006704",291.607449568848,-0.0413723899708138,0.235419432246581,-0.175739061028233,0.860498946582593,0.960055439907776
"ENSG00000006712",1114.82190220928,-0.238931913803267,0.12979646417472,-1.84081989692446,0.0656479560436691,0.241670745884712
"ENSG00000006715",2208.49179423824,-0.139604325402342,0.134206350802578,-1.0402214542567,0.298237026188857,0.601918944780149
"ENSG00000006740",43.379700039727,-0.019968950368831,0.379717673168766,-0.0525889411524855,0.958059428460476,0.99009280409648
"ENSG00000006744",938.900417504684,0.251716749270146,0.15381742152494,1.63646449650915,0.101742410331735,0.320684454625207
"ENSG00000006747",27.7360544388753,0.203422873843665,0.487478817022824,0.417295822382658,0.67646204382389,0.880383058667424
"ENSG00000006756",545.414312401993,-0.014790188483031,0.15886497582294,-0.0930991139262515,0.925824821364558,0.979848296697805
"ENSG00000006757",168.95903743019,-0.0157237739884655,0.154076056441197,-0.102052027755958,0.918715378436698,0.977935795089154
"ENSG00000006788",11.2024027852827,2.95519566506425,1.06558260347913,2.77331448112567,0.00554884688114131,0.041073942333766
"ENSG00000006831",1095.78070752679,0.243869398068225,0.0932019222249237,2.61657047673005,0.00888180268419757,0.0589718990145428
"ENSG00000006837",75.3675602917904,-0.148190196448829,0.313415249367045,-0.472823823180605,0.636338876141564,0.858561450259599
"ENSG00000007001",2.00323736390909,-0.284334112908837,1.40169857366567,-0.202849684126635,0.839252522808624,NA
"ENSG00000007038",0.887380960584451,0.607941216458297,1.95110338652538,0.311588417434378,0.755353337867799,NA
"ENSG00000007047",813.832894191521,-0.0377195317853256,0.175117680289252,-0.215395337141413,0.829459105114583,0.949377127188661
"ENSG00000007062",2.45626676455035,-0.552453765236135,1.0252659586563,-0.538839469477922,0.589997626716784,NA
"ENSG00000007080",662.955088766559,0.244243803157062,0.158825019014561,1.53781693005603,0.124093382877674,0.362327797124036
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659543599508,0.103637244893863,0.497561995330545,0.618792796310997,0.847994417724022
"ENSG00000007171",1.482516982495,-0.538363484516239,1.78169943649507,-0.302162908899663,0.762527877851176,NA
"ENSG00000007174",2.70167247050387,0.383779638887206,1.02562238283215,0.3741919495043,0.708261513034627,NA
"ENSG00000007202",6545.03722366678,0.024402937080834,0.09202264845851,0.265184033383222,0.790867694238718,0.932188592827876
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748927,0.960669066386979,-0.932449009852982,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785202,0.242085504302882,1.11657522231076,0.264175990729741,0.562818535918802
"ENSG00000007264",2.94325916834344,0.130029540920611,0.934638476619946,0.139122820398807,0.889353095513824,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655274318,1.53120649871259,0.409713291970604,0.682016278399061,NA
"ENSG00000007314",0.779954153372703,-0.684393456024248,2.03068597952146,-0.337025745450573,0.736097492250747,NA
"ENSG00000007341",281.675425442917,0.215543120141389,0.241297144888289,0.893268423218092,0.371713443722159,0.672271328537389
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250105,0.515864168536808,0.397054117619899,0.691327553547609,0.888906755262159
"ENSG00000007376",258.460977739524,0.120341850177391,0.199984987867981,0.601754418970858,0.547337620150253,0.801624413161707
"ENSG00000007384",1823.38777953572,0.0868116045427574,0.150639122161186,0.576288571635911,0.564420146231066,0.814831723668043
"ENSG00000007392",686.873099124053,-0.10385347790669,0.11015966731451,-0.942754099013247,0.345806694834353,0.650325448438961
"ENSG00000007402",23.7963910924727,0.739536517962908,0.519137318906424,1.42454894115638,0.15428762831693,0.412769145179281
"ENSG00000007516",11.2010825391975,-0.211644977337001,0.707152760682156,-0.299291735964995,0.764717459522724,0.922091325006392
"ENSG00000007520",580.560487206145,0.0714336082153104,0.150656436193539,0.474149064056871,0.635393612948644,0.858050492029176
"ENSG00000007541",653.546283118955,0.221748013687611,0.164697298588186,1.34639739442282,0.178174390796427,0.448887043380252
"ENSG00000007545",622.76848387059,0.166768403599039,0.157642472413955,1.05789005364696,0.290105570283981,0.593015098117275
"ENSG00000007866",1620.52184915199,0.553934461373926,0.156832395055097,3.53201557101338,0.000412405071035691,0.00512797602695857
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756295,0.14772438142897,-0.260140397975586,0.79475547724494,0.933794500298334
"ENSG00000007933",877.805740707214,0.313996093721059,0.978772381072815,0.320806042132997,0.748357380267633,0.915794483205664
"ENSG00000007944",345.286662228229,-0.489789864742876,0.152322640726144,-3.21547645450458,0.00130228177583123,0.0129927914986587
"ENSG00000007952",10.1687462516428,0.809128458611216,0.573991511122101,1.40965230832324,0.158642373432494,0.419765294872975
"ENSG00000007968",3.95849086572913,0.162676335960847,0.819783077493709,0.198438270350971,0.84270217733406,NA
"ENSG00000008018",1517.71752051207,0.0478484393435418,0.110936141630791,0.431315156991734,0.666239230956476,0.875479131184115
"ENSG00000008056",17.7167030593017,0.676013565163094,0.458124729302945,1.47561029109185,0.140048540856703,0.388895333933768
"ENSG00000008083",305.072434597756,0.487459854580974,0.151932656611956,3.20839420208369,0.00133478408428554,0.0132556296416854
"ENSG00000008086",372.53707879909,-0.172935290532892,0.189039000412138,-0.914812764328326,0.360289932670559,0.661817883472415
"ENSG00000008118",6.947918731314,-0.861305707934035,0.797917010811416,-1.07944271931007,0.28039041584995,NA
"ENSG00000008128",563.813333715399,0.133368795438244,0.368609963170447,0.361815492698915,0.717489913933837,0.900355020840828
"ENSG00000008130",1713.6319552007,0.830141261205874,0.151385287768375,5.48363234924135,4.16680278544581e-08,1.65633144844034e-06
"ENSG00000008196",1.08416182794751,-1.40315172411962,2.31102921164842,-0.607154473447257,0.543748402230096,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477359989,0.774036918489173,-0.0221849208039282,0.982300446086825,NA
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531184671,5.77137030291487,7.86294670039696e-09,3.7684913853643e-07
"ENSG00000008277",19.3106346175362,-0.024106426936447,0.474529638105935,-0.0508006771350822,0.959484351299798,0.990104479222722
"ENSG00000008282",1985.33227996644,0.286864094058614,0.139662741870802,2.05397724701685,0.0399778939396339,0.171710944558843
"ENSG00000008283",526.559923099993,0.04612051990468,0.140844948264758,0.327455975332415,0.743323035650025,0.913694292258716
"ENSG00000008294",2928.30789180736,-0.166798754517566,0.135595725173745,-1.23011809040322,0.218652886650881,0.505067943662812
"ENSG00000008300",96.2831177707404,0.526617369940261,0.302734838387721,1.73953342385328,0.0819409783242401,0.278420306098702
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333954093,6.01259111206816,1.82581151504744e-09,9.56813681501505e-08
"ENSG00000008323",11.0031983554828,0.405444187987024,0.584041381860193,0.694204555669788,0.487553936046487,0.761394551600747
"ENSG00000008324",122.640499235734,0.57031606353295,0.253286891279049,2.25166040237205,0.0243437408114681,0.121919958528335
"ENSG00000008382",158.890722523391,0.13242389270857,0.20562580084315,0.644004264861596,0.51957266841716,0.782841291898765
"ENSG00000008394",3683.6269984121,0.00405145647153503,0.377714326609216,0.010726245170273,0.991441858689258,0.997067573871502
"ENSG00000008405",286.125102009691,0.0862976818309486,0.187468459129825,0.460331739171046,0.645278122737099,0.863252851450416
"ENSG00000008438",1.71601671351819,2.69572186153616,1.61974087901598,1.66429204600544,0.0960540811630718,NA
"ENSG00000008441",11031.7971096393,-0.312692593643869,0.144617244236546,-2.16220821586399,0.0306021305562605,0.143511462246456
"ENSG00000008513",1583.37114858265,-0.562139412912096,0.225853185595445,-2.4889594159589,0.0128117589672479,0.0779879781185568
"ENSG00000008516",23.9019134428755,-0.178258532289597,0.486706312993445,-0.366254818420648,0.71417494040539,0.89958623472176
"ENSG00000008517",119.607617110672,-0.900335920469094,0.415638409018349,-2.16615187849337,0.0302995829721365,0.14254191998707
"ENSG00000008710",5182.00878157707,0.404539834888909,0.145972294921134,2.77134667991262,0.00558249554556624,0.0412401294986528
"ENSG00000008735",19.7100642494594,0.378465888242696,0.432176975743903,0.87571969235808,0.381182437205025,0.680137607383377
"ENSG00000008838",1158.52573912739,-0.0257298840860096,0.124753943888929,-0.206245055538425,0.836599495075718,0.952349475531071
"ENSG00000008853",845.571636260842,0.364274124885515,0.177902833496021,2.04760159086316,0.0405990533492834,0.173626111259865
"ENSG00000008869",715.562444905458,0.102813344605351,0.112367270020986,0.914975905227117,0.3602042794297,0.661817883472415
"ENSG00000008952",5171.56671072198,0.0829560960477686,0.141494926483774,0.586283184205065,0.55768522940451,0.810369890848421
"ENSG00000008988",10959.3107578206,-0.0290054280900648,0.143611669248234,-0.201971248171545,0.839939201593279,0.953531953795715
"ENSG00000009307",15902.4117972056,-0.019634585341933,0.102492947435355,-0.191570111244162,0.848078956616692,0.955902842251506
"ENSG00000009335",2127.18026041807,0.1971937071471,0.0931986520206609,2.11584291051103,0.0343581702079329,0.155144450745123
"ENSG00000009413",8391.06888900911,0.969287576217046,0.150655684985093,6.43379356253934,1.24457868739672e-10,8.45253104063826e-09
"ENSG00000009694",10.1257165658402,1.26320195080811,1.21706570609291,1.03790776823653,0.299312996602198,0.602686436156578
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653388,0.277519332573259,-1.61325031846278,0.106690135413444,0.331178950776103
"ENSG00000009765",10.717478680374,1.60313346278426,0.941617965899254,1.70253066619566,0.0886559348519292,0.293036694310883
"ENSG00000009780",176.843521397315,0.426821765706184,0.188717494439975,2.26169686585121,0.0237161385127706,0.119872593232682
"ENSG00000009790",5.5982365472662,0.327318655578115,0.709782962403879,0.461153159367983,0.644688724775077,NA
"ENSG00000009830",429.561114742382,0.117386571222004,0.142679360052556,0.822729869118875,0.410661625694637,0.706206763360687
"ENSG00000009844",867.146195689117,-0.101431793723834,0.127326807711023,-0.796625593206112,0.425668508999106,0.717374363455552
"ENSG00000009950",6.89942793039643,0.614252420235966,0.930433657700283,0.66017863299807,0.509139202374068,NA
"ENSG00000009954",2947.57029221357,-0.023365414166477,0.0833381498354969,-0.280368765236551,0.779194598170595,0.928126639485772
"ENSG00000010017",2202.06085895341,0.716872638971714,0.156810110094744,4.57159706436391,4.84020990773226e-06,0.000115259401026109
